s3://p8fruits-data/Test/226_100_648.jpg,Test,"[2.0239043, 1.0455587, 0.7705966, 9.185057, -5.200407, -0.10253773, 3.7395144, -2.2697234]"
s3://p8fruits-data/Test/r_128_100_830.jpg,Test,"[-1.894236, 0.4526849, 4.09667, 6.258395, -5.6100583, 4.573618, -4.367021, -2.4029922]"
s3://p8fruits-data/Test/r2_158_100_736.jpg,Test,"[-1.3287832, 4.305079, -5.109175, 0.98991185, -1.4915676, -1.098491, 1.2814131, -1.0378027]"
s3://p8fruits-data/Test/r_81_100_144.jpg,Test,"[1.3315772, 1.4400586, 3.4934325, 6.370206, -4.1616316, 3.0576117, -2.4419892, 0.45674017]"
s3://p8fruits-data/Test/36_100_346.jpg,Test,"[4.0967274, -9.18617, -4.3374963, -5.819802, -9.20102, -7.817223, -2.993303, -4.121271]"
s3://p8fruits-data/Test/188_100_464.jpg,Test,"[3.7108858, -6.9562397, -5.160061, -5.073492, -10.325091, -5.6419997, -3.2623494, -2.3324912]"
s3://p8fruits-data/Test/r_66_100_703.jpg,Test,"[-3.9241111, 1.2107867, -8.766378, -1.9952252, 0.31543404, 1.3138505, -2.308727, -1.3339392]"
s3://p8fruits-data/Test/66_100_271.jpg,Test,"[-3.7518885, 3.8225405, -9.384003, -2.4226358, 0.98601335, -0.071957886, -0.86516976, -1.0015156]"
s3://p8fruits-data/Test/r_121_100_710.jpg,Test,"[4.9246664, -0.90451825, 4.7907286, 3.3016057, 3.8522344, 0.051718023, -4.969825, -2.0682204]"
s3://p8fruits-data/Test/r_78_100_250.jpg,Test,"[6.5864167, -7.906526, -3.2258987, -0.5882822, -0.9560128, -0.772896, -4.3312902, 6.2734523]"
s3://p8fruits-data/Test/203_100_45.jpg,Test,"[-2.96163, 0.473659, -3.4106274, -2.6812563, 4.2515993, -3.7137663, 7.643171, -0.94079906]"
s3://p8fruits-data/Test/r_109_100_526.jpg,Test,"[4.1016026, -4.084998, -2.7609923, -3.6699631, -7.5284214, -3.7814019, -2.1775863, -3.0334144]"
s3://p8fruits-data/Test/170_100_450.jpg,Test,"[0.214951, 1.3845892, -6.540798, 3.39361, -0.25423205, 2.3223782, -0.11037825, 2.189013]"
s3://p8fruits-data/Test/118_100_344.jpg,Test,"[7.1391287, -3.342454, 4.510622, 3.314169, 6.2043433, -6.2438593, 2.917876, -1.3014135]"
s3://p8fruits-data/Test/r_126_100_695.jpg,Test,"[13.866653, 6.0328794, 3.1477754, 0.24167663, 5.096337, -0.06073102, 1.1399703, 0.60602725]"
s3://p8fruits-data/Test/60_100_705.jpg,Test,"[-2.166631, 6.6224856, -0.5369923, 4.080848, -3.7082562, 0.34355775, 2.069689, -1.4238498]"
s3://p8fruits-data/Test/r_164_100_531.jpg,Test,"[6.953817, -2.1144645, 3.462375, -7.409829, 0.4288236, 11.30433, 5.2607813, -0.06058017]"
s3://p8fruits-data/Test/r_10_100_977.jpg,Test,"[8.036142, -9.891901, -1.77302, -1.6813265, -3.4217966, 5.710084, -1.0729005, 1.9132364]"
s3://p8fruits-data/Test/156_100_817.jpg,Test,"[-5.797033, 1.4484713, -8.1442585, -2.914296, 1.0051385, -1.1042087, 0.39478964, 0.11629023]"
s3://p8fruits-data/Test/r_274_100_435.jpg,Test,"[-8.405324, 7.1287975, 12.101014, -7.974201, -1.6362497, 1.5609063, -1.6673614, -0.22120966]"
s3://p8fruits-data/Test/r_190_100_100.jpg,Test,"[7.2720103, 0.1308816, 0.54202324, -3.63974, -1.8445709, -4.7393465, 5.1765184, 4.006879]"
s3://p8fruits-data/Test/r_240_100_974.jpg,Test,"[-5.478743, -8.985268, 1.1347893, -0.5005184, 0.5356944, -1.1367853, 0.95122623, 7.796354]"
s3://p8fruits-data/Test/r_186_100_546.jpg,Test,"[-5.5126147, -8.310777, 1.4417647, -1.1963528, 3.4163325, 0.9893014, 2.4445813, 6.846373]"
s3://p8fruits-data/Test/r_77_100_667.jpg,Test,"[-3.000086, 3.1622875, -2.5058413, 4.517796, -1.499666, 3.4770005, -2.5136535, -1.2284805]"
s3://p8fruits-data/Test/r_230_100_730.jpg,Test,"[-4.054778, 4.0201674, -1.2451166, 1.4353933, -4.0081162, 0.71067625, -0.05638899, -1.4896048]"
s3://p8fruits-data/Test/r2_206_100_603.jpg,Test,"[-6.767793, 1.0317564, 3.661125, 1.4030563, -2.0819395, 3.9672124, -4.5177097, -1.480978]"
s3://p8fruits-data/Test/r2_208_100_247.jpg,Test,"[-5.5430493, -1.691536, -1.52141, 2.2532153, 4.478302, -5.069572, 5.834169, -2.3099763]"
s3://p8fruits-data/Test/r_120_100_458.jpg,Test,"[0.7010149, 6.7168126, -3.1127982, 1.7689948, 4.984282, 1.7176776, 1.0395601, -0.0305581]"
s3://p8fruits-data/Test/r_25_100_437.jpg,Test,"[2.9283774, -10.058864, -2.8433378, -8.783831, 3.0920687, 14.381799, 6.8877707, -7.2009845]"
s3://p8fruits-data/Test/r_174_100_245.jpg,Test,"[1.345713, -7.1928334, -0.6988491, 7.7869363, 4.653614, 2.4057257, -9.319125, 1.7602185]"
s3://p8fruits-data/Test/r2_285_100_158.jpg,Test,"[-8.198243, -9.152947, 2.4615278, 2.5986786, 3.2358565, -0.9324823, 2.4376528, 7.807642]"
s3://p8fruits-data/Test/r_61_100_855.jpg,Test,"[12.943597, 3.055539, -0.28635702, 3.2663956, -5.7161894, 0.05943728, 4.479065, 5.007902]"
s3://p8fruits-data/Test/74_100_171.jpg,Test,"[-5.05609, 4.1839375, 1.2064427, 3.2728176, -4.2153783, -0.43827182, 1.993728, 0.37358612]"
s3://p8fruits-data/Test/8_100_865.jpg,Test,"[-6.1130586, 1.2791265, -0.9579781, 3.4947462, -0.24169911, 0.4096041, 3.6781354, 2.2303638]"
s3://p8fruits-data/Test/309_100_132.jpg,Test,"[-2.6242306, -14.272317, 6.5710955, 5.9292655, 4.356876, -3.7281032, 3.7275927, -12.244271]"
s3://p8fruits-data/Test/r2_110_100_371.jpg,Test,"[13.3795805, 5.258591, 0.9814342, 1.923672, 4.9041057, -0.68865675, -1.0314808, -1.4762902]"
s3://p8fruits-data/Test/r2_286_100_664.jpg,Test,"[-5.2326784, -2.445249, 5.0321035, -2.574538, -0.4486401, -2.287812, 0.8265437, 2.9577398]"
s3://p8fruits-data/Test/r_117_100_538.jpg,Test,"[-7.257853, 4.195363, 8.323691, -1.8161348, -3.8304021, 1.4818926, -1.7039801, -2.0402582]"
s3://p8fruits-data/Test/81_100_146.jpg,Test,"[-1.8895018, 3.7068624, -8.644548, -2.4380906, 3.231384, 2.5592544, -3.1652517, -0.49711835]"
s3://p8fruits-data/Test/76_100_696.jpg,Test,"[-4.0719132, 6.2606716, -7.312491, -2.0477135, 2.2819471, 0.11084934, -1.9449797, -0.13587911]"
